gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,79.2,2854.95,0
0,0,0,0,42,1,0,1,0,0,0,0,1,0,0,1,1,77.9228637022317,3379.0747619550516,1
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,1
1,0,1,0,35,1,2,0,0,2,0,2,2,0,1,1,2,69.0,2441.7,0
0,0,0,0,47,1,2,1,0,2,2,1,2,2,0,1,1,108.85478596486267,5123.4990950631645,1
0,0,1,1,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35,1
1,0,1,0,48,1,2,1,0,1,0,0,2,1,0,1,1,96.66629832811344,4750.020389731422,1
0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,762.1,1
0,0,0,0,15,1,0,1,0,2,1,0,2,0,0,1,1,90.95235886390952,1428.2603896126604,1
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,2,92.4,6786.1,0
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1
0,0,0,0,3,1,2,1,0,0,1,0,2,0,0,0,2,93.73384464538671,290.4540117129879,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4,1
0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,55.3,501.2,0
0,0,0,0,15,0,1,0,0,1,0,0,1,0,0,1,2,39.62291329457167,679.8314976249137,1
0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4760.3,0
1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,7422.1,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,358.15,0
0,0,1,1,51,1,2,1,2,0,0,2,2,0,1,1,3,95.15,5000.05,0
1,0,1,1,31,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1825.5,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,0
1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,2,83.01170221977188,854.2203076611149,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.80484522367282,126.70395060098308,1
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,1258.35,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.74343455910942,229.50093792012723,1
0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,1,2,72.2300176319047,1078.5057390227,1
0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1
0,1,0,0,35,1,2,1,2,2,2,0,2,2,1,1,2,108.35,3726.15,0
0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,1
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,50.696833928372165,50.696833928372165,1
1,0,1,1,60,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85,0
1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75,1
0,1,1,0,32,1,2,1,0,0,0,0,0,1,0,0,1,85.01363500791261,2660.8197278800844,1
0,0,0,1,14,1,1,1,0,2,0,0,0,2,0,1,0,89.95129293349765,1261.00177191032,1
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0
0,0,1,0,66,1,2,1,1,2,0,0,0,2,0,1,1,98.67749263298143,6588.453298475315,1
0,0,0,0,4,1,0,1,0,0,0,1,2,2,0,1,1,96.28964573794606,452.85925336882946,1
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,0
1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,0
0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,78.5,5602.25,0
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1
1,0,1,0,30,1,1,1,0,0,0,0,0,2,0,0,1,89.4013541273006,2655.8581623720597,1
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,7993.3,0
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1971.5,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,1263.85,0
0,0,0,0,13,1,2,1,0,0,1,0,0,0,0,1,2,81.27796824624602,1072.4216222065754,1
1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,0
0,1,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.39228964975148,4534.091429465852,1
0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3545.35,1
0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4,0
0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3649.6,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.4,44.4,1
0,0,0,0,8,1,0,1,0,2,0,0,1,0,0,1,2,80.83609955599978,682.2312657774207,1
0,0,1,0,25,1,2,1,0,1,2,0,0,2,0,1,2,95.3972964585109,2383.752748430519,1
1,1,1,0,41,1,0,1,0,2,0,0,2,2,0,1,2,94.55,3851.45,0
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,515.45,0
0,0,0,0,11,1,2,0,0,0,0,2,0,1,0,0,1,64.21990214580414,743.8590832619728,1
1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,0
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.85,199.85,0
1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05,0
0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1
0,0,1,0,6,1,2,1,0,2,2,0,2,2,0,1,2,105.3,545.2,1
0,0,0,0,17,1,1,0,0,0,2,0,0,1,0,1,1,60.2477939435828,1044.879357752717,1
0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,365.55,1
0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,0
1,1,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,94.75,422.4,0
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,3440.25,0
1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,898.35,1
0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,1652.4,0
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1,0
0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,2,33.57315715944301,61.30107971321516,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,0
1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6,0
0,0,0,0,10,1,0,1,0,0,1,0,0,1,0,0,0,82.80027772916681,865.981933345,1
0,0,0,0,5,1,0,1,0,1,0,0,0,2,0,1,2,84.48922620673318,519.0586187138235,1
1,0,0,0,10,1,0,1,0,0,0,0,0,1,0,1,1,79.51784931991868,792.6725625726801,1
0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75,1
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,5981.65,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.83278985474371,268.79390096383844,1
1,1,1,0,16,1,0,0,2,2,0,0,0,0,0,1,0,54.55,825.1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,69.7,1
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1
1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,1,0,53.810387270458136,1220.848092591838,1
0,0,1,0,44,1,1,0,0,0,2,1,0,0,0,0,1,81.09101846357234,3585.110793925162,1
1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,8061.5,0
1,0,0,0,56,1,0,0,0,2,2,2,2,2,2,1,1,81.8,4534.45,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,20.552649448649216,38.43576278919073,1
0,0,0,0,13,1,2,1,0,0,0,0,0,1,0,1,2,79.01204918643509,1129.017670078252,1
0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,1,1,72.6323360325415,896.2652225908643,1
0,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,103.2,7362.9,0
0,0,0,0,35,1,2,1,0,0,0,0,2,1,0,1,1,95.8296079394012,3470.82333251509,1
1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,1,1,44.55,1462.6,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,74.02652956585726,74.02652956585726,1
0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2624.25,1
0,0,0,0,18,1,1,1,0,0,0,0,1,0,0,1,2,81.80129411147732,1553.9213085008685,1
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2,0
0,0,0,0,7,1,1,1,0,0,0,0,2,0,0,1,2,83.69586350898274,583.9639241975163,1
1,0,1,1,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,7723.7,1
0,0,0,0,6,1,2,1,0,0,0,0,0,1,0,1,2,81.53318510254043,473.3798141823234,1
0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,308.25,1
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,760.05,0
1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7,1
1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,61.15,0
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1
1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1
1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65,0
1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8,1
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,577.15,0
1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,5780.7,0
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1691.9,0
0,0,1,0,64,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3756.45,0
1,0,1,1,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,3046.4,1
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0
0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,80.15,1790.65,0
0,1,1,0,13,0,1,0,0,0,0,0,2,2,0,0,2,45.3,528.45,0
0,0,0,0,47,1,2,1,1,0,0,0,0,0,0,1,1,80.78979869220987,3832.226286001368,1
0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,5676.0,0
0,0,1,1,22,1,2,1,0,0,0,0,0,0,0,1,0,75.8,1615.1,0
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,2,55.9,238.5,0
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,0
0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1,0
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,0,1,109.7,7898.45,0
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,1
0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,77.44679758595296,165.70582244295449,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,1
0,0,0,0,60,1,0,1,1,2,1,0,2,1,0,1,2,102.23961374624356,6145.161027703931,1
1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0
0,0,0,0,28,1,2,1,0,2,1,0,2,2,0,1,2,104.19465810079538,2976.4516826541108,1
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,1
0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,1,2,68.43846145543881,739.425316510344,1
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,804.25,0
0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.89899670974266,74.89899670974266,1
1,0,0,0,53,0,1,1,0,1,0,0,0,0,0,0,1,26.345102388373203,1346.3368926118526,1
0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,0
1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,851.8,0
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,2,94.14632944548835,94.14632944548835,1
0,0,0,0,16,1,1,0,0,0,2,0,0,0,0,1,2,59.57839327079631,938.0759306678466,1
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,0
0,0,0,0,16,1,2,1,0,2,0,0,2,1,0,1,1,97.95280546050002,1533.23507604077,1
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,1292.65,0
1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,1023.75,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,251.25,0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.81337855924991,79.81337855924991,1
0,0,1,1,20,1,2,2,1,1,1,1,1,1,0,1,0,25.55,507.4,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,72.4444933420799,151.69590771952844,1
0,0,1,0,51,1,2,1,0,2,0,0,1,1,0,1,0,94.21189144165103,4861.202821639516,1
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,560.85,1
0,0,1,0,68,1,2,1,1,1,0,0,0,2,1,1,0,95.70513206992916,6582.922734862717,1
1,0,0,0,69,1,1,1,1,0,0,2,2,2,1,1,0,104.00755380652619,7251.940252146708,1
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,0
1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,114.95,8196.4,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.95,310.6,0
0,0,1,1,60,0,1,0,2,0,2,2,2,2,2,0,1,59.85,3590.2,0
1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,5878.9,0
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.97698974361005,2976.4629625647704,1
1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2866.45,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1
0,1,0,0,8,1,2,1,0,0,0,0,0,1,0,1,2,82.62755585668765,612.2105484091293,1
0,0,1,0,6,1,2,0,0,0,0,0,0,0,0,0,2,50.35,314.55,0
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,3004.15,1
0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,73.31261632841934,152.4030046233556,1
0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,78.75952330845655,159.81393055765994,1
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.70229683234548,75.70229683234548,1
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,5193.2,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,0
1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20.4,1414.45,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,0
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,0
1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,34.4,592.75,0
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.5,1147.85,0
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7,0
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2,1
1,0,0,0,62,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45,0
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4740.0,1
0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,20.7,1032.05,0
0,0,0,0,7,1,0,1,0,0,0,0,2,1,0,0,2,88.51897556814414,674.9104389484828,1
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3662.25,0
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,0
1,0,1,0,63,1,2,1,0,0,2,0,2,2,2,0,2,102.6,6296.75,0
0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,2,54.31469616771271,195.3124917425558,1
1,0,0,0,33,1,0,0,0,2,2,0,2,0,0,1,1,66.4,2245.4,0
0,0,0,0,11,1,2,1,0,0,0,0,2,2,0,1,2,96.47194995895347,1147.904981111408,1
0,0,0,1,37,1,0,2,1,1,1,1,1,1,1,0,0,20.3,755.4,0
0,0,0,0,6,1,0,1,0,0,1,0,0,1,0,0,2,83.40934871754655,498.3148387638245,1
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,1
1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0
0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,20.7,587.1,0
1,0,0,0,27,1,0,0,2,0,0,0,0,0,0,0,3,50.35,1411.35,0
0,0,0,0,60,1,2,1,0,0,2,0,0,0,1,1,0,79.2,4765.0,0
1,1,1,0,72,1,2,0,0,2,2,2,2,0,2,0,1,77.35,5396.25,0
1,0,0,0,68,1,2,1,0,2,2,1,2,2,1,0,1,107.52292392168808,7405.30355745977,1
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.10591237325052,79.10591237325052,1
1,0,0,0,49,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1022.6,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.5,70.5,1
1,0,0,0,11,1,0,1,1,0,1,0,0,0,0,0,0,80.95285415527081,861.9621563012813,1
1,0,1,1,40,1,2,1,2,2,0,2,2,2,0,1,1,110.1,4469.1,0
1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,0,2,94.55,1173.55,0
0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,2,75.25169950377696,437.1196618770274,1
0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85,1
1,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,92.9,1337.45,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,1
0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,0,1,73.21696333201514,1188.7849930431255,1
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2779.5,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.92599763113449,74.92599763113449,1
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2737.05,0
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,94.1,701.3,0
1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,1
0,0,0,0,10,0,0,0,0,0,2,2,0,0,0,0,1,51.35310407278586,527.8837095845802,1
0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1868.4,0
1,1,0,0,55,1,2,1,2,2,2,2,2,2,0,1,2,116.5,6382.55,0
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,0
1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,0
1,0,1,1,22,1,0,0,0,0,0,2,0,0,0,1,2,51.1,1232.9,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,20.1,655.3,0
1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0
0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,1187.05,0
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0
1,0,1,0,21,1,0,0,1,0,0,1,0,0,0,1,2,54.753475458050204,1152.5859391792533,1
1,0,1,1,13,1,2,2,1,1,1,1,1,1,1,0,0,24.5,343.6,0
0,0,0,0,38,1,1,1,0,0,0,0,1,1,0,1,2,86.95624369042602,3203.286787573689,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,20.95,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.59979705800502,212.80687891570264,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,153.05,1
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85,0
1,0,1,1,72,1,2,1,0,0,2,0,0,2,2,1,1,90.8,6511.8,0
0,0,1,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.68124380687805,145.35753220423413,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.54433911722381,20.54433911722381,1
1,0,0,0,17,1,1,1,0,0,1,0,2,2,0,0,1,98.04994063113163,1623.6136651485424,1
1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,0
0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,84.35,474.9,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,30.90249726672335,30.90249726672335,1
0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,0
0,1,0,0,29,1,2,1,0,0,1,0,2,2,0,1,0,99.09397370793809,2953.830951946311,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,1
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3,5017.7,0
1,0,0,0,34,1,0,1,0,0,2,0,2,0,1,1,2,88.0161320116185,3032.2550903165684,1
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0,6293.2,0
1,0,1,1,22,1,0,0,2,0,2,2,2,0,1,1,0,67.5,1544.05,1
0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,1,2,74.50715806789056,611.7610976515455,1
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1620.2,0
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0
0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,0
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,95.25,3314.15,0
0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,309.1,1
0,0,0,1,26,1,0,1,0,2,2,2,2,2,2,1,2,105.45,2715.3,0
1,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1322.85,0
1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.764741708692185,91.03630301468303,1
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1765.95,0
1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,45.85,1246.4,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.73992773355549,70.73992773355549,1
1,0,1,0,12,1,2,1,0,0,0,0,0,0,0,1,0,76.98265455650872,896.8135078989305,1
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,70.7101080875017,551.5452345880005,1
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,49.106153116191166,90.8894258142831,1
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1
1,0,0,0,8,1,0,0,0,2,0,2,2,0,0,1,2,66.65,520.95,0
1,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,3,24.75,1234.6,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,1
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1
0,0,0,1,72,1,0,2,1,1,1,1,1,1,2,1,3,19.75,1567.0,0
0,0,0,0,13,1,1,0,1,0,0,0,1,0,0,1,0,71.50188120193397,945.6724168742768,1
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,1270.55,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85,0
1,0,1,0,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,483.15,0
0,0,0,0,5,1,2,1,0,1,0,0,0,0,0,0,2,78.70969151593029,412.1195244219713,1
1,0,1,1,72,1,0,0,2,2,0,2,2,0,2,0,0,68.4,4855.35,0
1,0,1,0,14,1,2,1,0,2,2,0,0,0,0,1,2,82.65,1185.0,0
0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,1412.4,0
0,1,0,0,15,1,2,1,0,2,0,0,2,0,0,0,1,89.0,1288.3,0
0,0,1,0,40,0,1,0,1,0,1,0,1,1,0,0,2,54.000146473233436,2190.83976514453,1
0,1,0,0,26,1,0,1,1,0,0,0,0,0,0,1,0,76.21787240562608,1928.1026073460464,1
0,0,1,0,68,1,0,0,0,2,0,2,2,0,2,0,0,64.1,4326.25,0
0,0,0,0,23,0,0,0,0,1,2,0,2,0,0,1,2,85.0050395660135,2002.6257466570885,1
0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25,1
0,0,1,1,60,0,1,0,0,2,0,0,2,2,0,1,2,49.75,3069.45,0
1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,2,53.687416584283085,195.7078400311744,1
0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1
